title,content,tag,submited,passed,passing_rate,level,p_id
[NOIP1998普及组]幂次方," 
            任何一个正整数都可以用 222 的幂次方表示。例如 137=27+23+20137=2^7+2^3+2^0 137=27+23+20。
同时约定方次用括号来表示，即 aba^bab 可表示为 a(b)a(b)a(b)。
由此可知，137137137 可表示为 2(7)+2(3)+2(0)2(7)+2(3)+2(0)2(7)+2(3)+2(0)
进一步：
7=22+2+207= 2^2+2+2^07=22+2+20  ( 212^121 用 222 表示)，并且 3=2+203=2+2^03=2+20。
所以最后 137137137 可表示为 2(2(2)+2+2(0))+2(2+2(0))+2(0)2(2(2)+2+2(0))+2(2+2(0))+2(0)2(2(2)+2+2(0))+2(2+2(0))+2(0)。
又如 1315=210+28+25+2+11315=2^{10} +2^8 +2^5 +2+11315=210+28+25+2+1
所以 131513151315 最后可表示为 2(2(2+2(0))+2)+2(2(2+2(0)))+2(2(2)+2(0))+2+2(0)2(2(2+2(0))+2)+2(2(2+2(0)))+2(2(2)+2(0))+2+2(0)2(2(2+2(0))+2)+2(2(2+2(0)))+2(2(2)+2(0))+2+2(0)。
 输入格式 一行一个正整数 nnn。
 输出格式 符合约定的 nnn 的 0,20, 20,2 表示（在表示中不能有空格）。
  输入输出样例 输入 #1 
    复制
   1315 输出 #1 
    复制
   2(2(2+2(0))+2)+2(2(2+2(0)))+2(2(2)+2(0))+2+2(0) 说明/提示 【数据范围】
对于 100%100\%100% 的数据，1≤n≤2×1041 \le n \le 2 \times {10}^41≤n≤2×104。","NOIp普及组
1998",46.26,30.18,0.65,普及-,P1010
[NOIP1998提高组]车站," 
            火车从始发站（称为第 111 站）开出，在始发站上车的人数为 aaa，然后到达第 222 站，在第 222 站有人上、下车，但上、下车的人数相同，因此在第 222 站开出时（即在到达第 333 站之前）车上的人数保持为 aaa 人。从第 333 站起（包括第 333 站）上、下车的人数有一定规律：上车的人数都是前两站上车人数之和，而下车人数等于上一站上车人数，一直到终点站的前一站（第 (n−1)(n-1)(n−1) 站），都满足此规律。现给出的条件是：共有 nnn 个车站，始发站上车的人数为 aaa ，最后一站下车的人数是 mmm（全部下车）。试问 xxx 站开出时车上的人数是多少？
 输入格式 输入只有一行四个整数，分别表示始发站上车人数 aaa，车站数 nnn，终点站下车人数 mmm 和所求的站点编号 xxx。
 输出格式 输出一行一个整数表示答案：从 xxx 站开出时车上的人数。
  输入输出样例 输入 #1 
    复制
   5 7 32 4
 输出 #1 
    复制
   13
 说明/提示 对于全部的测试点，保证 1≤a≤201 \leq a \leq 201≤a≤20，1≤x≤n≤201 \leq x \leq n \leq 201≤x≤n≤20，1≤m≤2×1041 \leq m \leq 2 \times 10^41≤m≤2×104。","NOIp提高组
1998",30.43,17.35,0.57,普及-,P1011
[NOIP1998提高组]拼数," 
            设有 nnn 个正整数 a1…ana_1 \dots a_na1​…an​，将它们联接成一排，相邻数字首尾相接，组成一个最大的整数。
 输入格式 第一行有一个整数，表示数字个数 nnn。
第二行有 nnn 个整数，表示给出的 nnn 个整数 aia_iai​。
 输出格式 一个正整数，表示最大的整数
  输入输出样例 输入 #1 
    复制
   3
13 312 343
 输出 #1 
    复制
   34331213
输入 #2 
    复制
   4
7 13 4 246 输出 #2 
    复制
   7424613 说明/提示 对于全部的测试点，保证 1≤n≤201 \leq n \leq 201≤n≤20，1≤ai≤1091 \leq a_i \leq 10^91≤ai​≤109。","NOIp提高组
1998",89.48,42.12,0.47,普及-,P1012
[NOIP1998提高组]进制位," 
            著名科学家卢斯为了检查学生对进位制的理解，他给出了如下的一张加法表，表中的字母代表数字。 例如：
+    L    K    V    E
L    L    K    V    E
K    K    V    E    KL
V    V    E    KL    KK
E    E    KL    KK     KV

其含义为：
L+L=LL+L=LL+L=L，L+K=KL+K=KL+K=K，L+V=VL+V=VL+V=V，L+E=EL+E=EL+E=E
K+L=KK+L=KK+L=K，K+K=VK+K=VK+K=V，K+V=EK+V=EK+V=E，K+E=KLK+E=KLK+E=KL
……
E+E=KVE+E=KVE+E=KV
根据这些规则可推导出：L=0L=0L=0，K=1K=1K=1，V=2V=2V=2，E=3E=3E=3
同时可以确定该表表示的是4进制加法
//感谢lxylxy123456同学为本题新加一组数据
 输入格式 nnn (n≤9)(n≤9)(n≤9)表示行数。
以下nnn行，每行包括nnn个字符串，每个字串间用空格隔开。（字串仅有一个为‘+’号，其它都由大写字母组成）
 输出格式 ① 各个字母表示什么数，格式如：L=0L=0L=0，K=1K=1K=1，……按给出的字母顺序。
② 加法运算是几进制的。
③ 若不可能组成加法表，则应输出“ERROR!”
  输入输出样例 输入 #1 
    复制
   5
+ L K V E
L L K V E
K K V E KL
V V E KL KK
E E KL KK KV
 输出 #1 
    复制
   L=0 K=1 V=2 E=3
4","NOIp提高组
1998",11.32,5.04,0.45,提高+/省选-,P1013
[NOIP1999普及组]Cantor表," 
            现代数学的著名证明之一是 Georg Cantor 证明了有理数是可枚举的。他是用下面这一张表来证明这一命题的：
1/11/11/1 ,   1/21/21/2 ,   1/31/31/3 ,   1/41/41/4,    1/51/51/5,   …
2/12/12/1,   2/22/22/2 ,   2/32/32/3,    2/42/42/4,    …
3/13/13/1 ,   3/23/23/2,    3/33/33/3,    …
4/14/14/1,    4/24/24/2,    …
5/15/15/1,   …
…
我们以 Z 字形给上表的每一项编号。第一项是 1/11/11/1，然后是 1/21/21/2，2/12/12/1，3/13/13/1，2/22/22/2，…
 输入格式 整数NNN（1≤N≤1071 \leq N \leq 10^71≤N≤107）。
 输出格式 表中的第 NNN 项。
  输入输出样例 输入 #1 
    复制
   7
 输出 #1 
    复制
   1/4","NOIp普及组
1999",84.49,47.8,0.57,入门,P1014
[NOIP1999普及组]回文数," 
            若一个数（首位不为零）从左向右读与从右向左读都一样，我们就将其称之为回文数。
例如：给定一个十进制数 565656，将 565656 加 656565（即把 565656 从右向左读），得到 121121121 是一个回文数。
又如：对于十进制数 878787：
STEP1：87+78=16587+78=16587+78=165
STEP2：165+561=726165+561=726165+561=726
STEP3：726+627=1353726+627=1353726+627=1353
STEP4：1353+3531=48841353+3531=48841353+3531=4884
在这里的一步是指进行了一次 NNN 进制的加法，上例最少用了 444 步得到回文数 488448844884。
写一个程序，给定一个 NNN（2≤N≤102 \le N \le 102≤N≤10 或 N=16N=16N=16）进制数 MMM（100100100 位之内），求最少经过几步可以得到回文数。如果在 303030 步以内（包含 303030 步）不可能得到回文数，则输出 Impossible!。
 输入格式 两行，分别是 NNN，MMM。
 输出格式 如果能在 303030 步以内得到回文数，输出格式形如 STEP=ans，其中 ansansans 为最少得到回文数的步数。
否则输出 Impossible!。
  输入输出样例 输入 #1 
    复制
   10
87
 输出 #1 
    复制
   STEP=4","NOIp普及组
1999",50.03,17.08,0.34,普及-,P1015
[NOIP1999提高组]旅行家的预算," 
            一个旅行家想驾驶汽车以最少的费用从一个城市到另一个城市（假设出发时油箱是空的）。给定两个城市之间的距离D1D1D1、汽车油箱的容量CCC（以升为单位）、每升汽油能行驶的距离D2D2D2、出发点每升汽油价格PPP和沿途油站数NNN（NNN可以为零），油站iii离出发点的距离DiDiDi、每升汽油价格PiPiPi（i=1,2,…,Ni=1,2,…,Ni=1,2,…,N）。计算结果四舍五入至小数点后两位。如果无法到达目的地，则输出“No Solution”。
 输入格式 第一行，D1D1D1，CCC，D2D2D2，PPP，NNN。
接下来有NNN行。
第i+1i+1i+1行，两个数字，油站i离出发点的距离DiDiDi和每升汽油价格PiPiPi。
 输出格式 所需最小费用，计算结果四舍五入至小数点后两位。如果无法到达目的地，则输出“No Solution”。
  输入输出样例 输入 #1 
    复制
   275.6 11.9 27.4 2.8 2
102.0 2.9
220.0 2.2
 输出 #1 
    复制
   26.95
 说明/提示 N≤6N \le 6N≤6,其余数字≤500 \le 500≤500",,26.55,9.78,0.37,?,P1016
[NOIP2000提高组]进制转换," 
            我们可以用这样的方式来表示一个十进制数: 将每个阿拉伯数字乘以一个以该数字所处位置为指数,以 101010 为底数的幂之和的形式。例如 123123123 可表示为 1×102+2×101+3×1001 \times 10^2+2\times 10^1+3\times 10^01×102+2×101+3×100 这样的形式。
与之相似的，对二进制数来说，也可表示成每个二进制数码乘以一个以该数字所处位置为指数,以 222 为底数的幂之和的形式。
一般说来，任何一个正整数 RRR 或一个负整数 −R-R−R 都可以被选来作为一个数制系统的基数。如果是以 RRR 或 −R-R−R 为基数,则需要用到的数码为 0,1,....R−10,1,....R-10,1,....R−1。
例如当 R=7R=7R=7 时,所需用到的数码是 0,1,2,3,4,5,60,1,2,3,4,5,60,1,2,3,4,5,6，这与其是 RRR 或 −R-R−R 无关。如果作为基数的数绝对值超过 101010,则为了表示这些数码，通常使用英文字母来表示那些大于 999 的数码。例如对 161616 进制数来说,用 AAA 表示 101010,用 BBB 表示 111111，用 CCC 表示 121212，以此类推。
在负进制数中是用 −R-R −R 作为基数，例如 −15-15−15（十进制）相当于 110001110001110001 （−2-2−2进制），并且它可以被表示为 222 的幂级数的和数：
110001=1×(−2)5+1×(−2)4+0×(−2)3+0×(−2)2+0×(−2)1+1×(−2)0110001=1\times (-2)^5+1\times (-2)^4+0\times (-2)^3+0\times (-2)^2+0\times (-2)^1 +1\times (-2)^0
110001=1×(−2)5+1×(−2)4+0×(−2)3+0×(−2)2+0×(−2)1+1×(−2)0
设计一个程序,读入一个十进制数和一个负进制数的基数, 并将此十进制数转换为此负进制下的数。
 输入格式 输入的每行有两个输入数据。
第一个是十进制数 nnn。
第二个是负进制数的基数 −R-R−R。
 输出格式 输出此负进制数及其基数，若此基数超过 101010，则参照 161616 进制的方式处理。
  输入输出样例 输入 #1 
    复制
   30000 -2 输出 #1 
    复制
   30000=11011010101110000(base-2)输入 #2 
    复制
   -20000 -2 输出 #2 
    复制
   -20000=1111011000100000(base-2)输入 #3 
    复制
   28800 -16 输出 #3 
    复制
   28800=19180(base-16)输入 #4 
    复制
   -25000 -16 输出 #4 
    复制
   -25000=7FB8(base-16) 说明/提示 【数据范围】
对于 100%100\%100% 的数据，−20≤R≤−2-20 \le R \le -2−20≤R≤−2，∣n∣≤37336|n| \le 37336∣n∣≤37336。
NOIp2000提高组第一题","NOIp提高组
2000",28.81,16.68,0.58,普及/提高-,P1017
[NOIP2000提高组]乘积最大," 
            今年是国际数学联盟确定的“ 2000 ――世界数学年”，又恰逢我国著名数学家华罗庚先生诞辰 90 周年。在华罗庚先生的家乡江苏金坛，组织了一场别开生面的数学智力竞赛的活动，你的一个好朋友 XZ 也有幸得以参加。活动中，主持人给所有参加活动的选手出了这样一道题目：
设有一个长度为 NNN 的数字串，要求选手使用 KKK 个乘号将它分成 K+1K+1K+1 个部分，找出一种分法，使得这 K+1K+1K+1 个部分的乘积能够为最大。
同时，为了帮助选手能够正确理解题意，主持人还举了如下的一个例子：
有一个数字串：312312312， 当 N=3,K=1N=3,K=1N=3,K=1 时会有以下两种分法：

3×12=363  \times  12=363×12=36
31×2=6231  \times   2=6231×2=62

这时，符合题目要求的结果是: 31×2=6231  \times  2 = 6231×2=62
现在，请你帮助你的好朋友 XZ 设计一个程序，求得正确的答案。
 输入格式 程序的输入共有两行：
第一行共有 222 个自然数 N,KN,KN,K（6≤N≤40,1≤K≤66≤N≤40,1≤K≤66≤N≤40,1≤K≤6）
第二行是一个长度为 NNN 的数字串。
 输出格式 结果显示在屏幕上，相对于输入，应输出所求得的最大乘积（一个自然数）。
  输入输出样例 输入 #1 
    复制
   4  2
1231
 输出 #1 
    复制
   62 说明/提示 NOIp2000提高组第二题","NOIp提高组
2000",40.2,9.41,0.23,普及+/提高,P1018
[NOIP2000提高组]单词接龙," 
         题目背景 注意：本题为上古 NOIP 原题，不保证存在靠谱的做法能通过该数据范围下的所有数据。
   单词接龙是一个与我们经常玩的成语接龙相类似的游戏，现在我们已知一组单词，且给定一个开头的字母，要求出以这个字母开头的最长的“龙”（每个单词都最多在“龙”中出现两次），在两个单词相连时，其重合部分合为一部分，例如 beast 和 astonish，如果接成一条龙则变为 beastonish，另外相邻的两部分不能存在包含关系，例如 at 和 atide 间不能相连。
 输入格式 输入的第一行为一个单独的整数 nnn 表示单词数，以下 nnn 行每行有一个单词，输入的最后一行为一个单个字符，表示“龙”开头的字母。你可以假定以此字母开头的“龙”一定存在。
 输出格式 只需输出以此字母开头的最长的“龙”的长度。
  输入输出样例 输入 #1 
    复制
   5
at
touch
cheat
choose
tact
a
 输出 #1 
    复制
   23
 说明/提示 样例解释：连成的“龙”为 atoucheatactactouchoose。
n≤20n \le 20n≤20","NOIp提高组
2000",52.58,23.14,0.44,普及/提高-,P1019
[NOIP1999普及组]导弹拦截," 
            某国为了防御敌国的导弹袭击，发展出一种导弹拦截系统。但是这种导弹拦截系统有一个缺陷：虽然它的第一发炮弹能够到达任意的高度，但是以后每一发炮弹都不能高于前一发的高度。某天，雷达捕捉到敌国的导弹来袭。由于该系统还在试用阶段，所以只有一套系统，因此有可能不能拦截所有的导弹。
输入导弹依次飞来的高度（雷达给出的高度数据是≤50000 \le 50000≤50000的正整数），计算这套系统最多能拦截多少导弹，如果要拦截所有导弹最少要配备多少套这种导弹拦截系统。
 输入格式 111行，若干个整数（个数≤100000 \le 100000≤100000）
 输出格式 222行，每行一个整数，第一个数字表示这套系统最多能拦截多少导弹，第二个数字表示如果要拦截所有导弹最少要配备多少套这种导弹拦截系统。
  输入输出样例 输入 #1 
    复制
   389 207 155 300 299 170 158 65 输出 #1 
    复制
   6
2
 说明/提示 为了让大家更好地测试n方算法，本题开启spj，n方100分，nlogn200分
每点两问，按问给分","NOIp普及组
Special Judge
1999",158.22,33,0.21,普及/提高-,P1020
[NOIP1999提高组]邮票面值设计," 
            给定一个信封，最多只允许粘贴NNN张邮票，计算在给定KKK（N+K≤15N+K≤15N+K≤15）种邮票的情况下（假定所有的邮票数量都足够），如何设计邮票的面值，能得到最大值MAXMAXMAX，使在111至MAXMAXMAX之间的每一个邮资值都能得到。
例如，N=3N=3N=3，K=2K=2K=2，如果面值分别为111分、444分，则在111分～666分之间的每一个邮资值都能得到（当然还有888分、999分和121212分）；如果面值分别为111分、333分，则在111分～777分之间的每一个邮资值都能得到。可以验证当N=3N=3N=3，K=2K=2K=2时，777分就是可以得到的连续的邮资最大值，所以MAX=7MAX=7MAX=7，面值分别为111分、333分。
 输入格式 222个整数，代表NNN，KKK。
 输出格式 222行。第一行若干个数字，表示选择的面值，从小到大排序。
第二行，输出“MAX=SMAX=SMAX=S”，SSS表示最大的面值。
  输入输出样例 输入 #1 
    复制
   3 2
 输出 #1 
    复制
   1 3
MAX=7","NOIp提高组
1999",13.23,6.52,0.49,普及+/提高,P1021
[NOIP2000普及组]计算器的改良," 
         题目背景 NCLNCLNCL是一家专门从事计算器改良与升级的实验室，最近该实验室收到了某公司所委托的一个任务：需要在该公司某型号的计算器上加上解一元一次方程的功能。实验室将这个任务交给了一个刚进入的新手ZL先生。
   为了很好的完成这个任务，ZLZLZL先生首先研究了一些一元一次方程的实例：
4+3x=84+3x=84+3x=8
6a−5+1=2−2a6a-5+1=2-2a6a−5+1=2−2a
−5+12y=0-5+12y=0−5+12y=0
ZLZLZL先生被主管告之，在计算器上键入的一个一元一次方程中，只包含整数、小写字母及+、-、=这三个数学符号（当然，符号“-”既可作减号，也可作负号）。方程中并没有括号，也没有除号，方程中的字母表示未知数。
你可假设对键入的方程的正确性的判断是由另一个程序员在做，或者说可认为键入的一元一次方程均为合法的，且有唯一实数解。
 输入格式 一个一元一次方程。
 输出格式 解方程的结果(精确至小数点后三位)。
  输入输出样例 输入 #1 
    复制
   6a-5+1=2-2a
 输出 #1 
    复制
   a=0.750","NOIp普及组
2000",67.9,19.6,0.29,普及/提高-,P1022
[NOIP2000普及组]税收与补贴问题," 
         题目背景 每样商品的价格越低，其销量就会相应增大。现已知某种商品的成本及其在若干价位上的销量（产品不会低于成本销售），并假设相邻价位间销量的变化是线性的且在价格高于给定的最高价位后，销量以某固定数值递减。（我们假设价格及销售量都是整数）
对于某些特殊商品，不可能完全由市场去调节其价格。这时候就需要政府以税收或补贴的方式来控制。（所谓税收或补贴就是对于每个产品收取或给予生产厂家固定金额的货币）
   你是某家咨询公司的项目经理，现在你已经知道政府对某种商品的预期价格，以及在各种价位上的销售情况。要求你确定政府对此商品是应收税还是补贴的最少金额（也为整数），才能使商家在这样一种政府预期的价格上，获取相对其他价位上的最大总利润。
总利润=单位商品利润   × \times  × 销量
单位商品利润=单位商品价格 - 单位商品成本 （- 税金  or  + 补贴）
 输入格式 输入的第一行为政府对某种商品的预期价，第二行有两个整数，第一个整数为商品成本，第二个整数为以成本价销售时的销售量，以下若干行每行都有两个整数，第一个为某价位时的单价，第二个为此时的销量，以一行−1-1−1，−1-1−1表示所有已知价位及对应的销量输入完毕，输入的最后一行为一个单独的整数表示在已知的最高单价外每升高一块钱将减少的销量。
 输出格式 输出有两种情况：若在政府预期价上能得到最大总利润，则输出一个单独的整数，数的正负表示是补贴还是收税，数的大小表示补贴或收税的金额最小值。若有多解，取绝对值最小的输出。
如在政府预期价上不能得到最大总利润，则输出“NO SOLUTION”。
  输入输出样例 输入 #1 
    复制
   31
28 130
30 120
31 110
-1  -1
15 输出 #1 
    复制
   4
 说明/提示 所有数字均小于100000","NOIp普及组
2000",27.01,10.07,0.37,普及/提高-,P1023
[NOIP2001提高组]一元三次方程求解," 
            有形如：ax3+bx2+cx+d=0a x^3 + b x^2 + c x + d = 0ax3+bx2+cx+d=0  这样的一个一元三次方程。给出该方程中各项的系数（a,b,c,da,b,c,da,b,c,d 均为实数），并约定该方程存在三个不同实根（根的范围在 −100-100−100 至 100100100 之间），且根与根之差的绝对值 ≥1\ge 1≥1。要求由小到大依次在同一行输出这三个实根(根与根之间留有空格)，并精确到小数点后 222 位。
提示：记方程 f(x)=0f(x) = 0f(x)=0，若存在 222 个数 x1x_1x1​ 和 x2x_2x2​，且 x1<x2x_1 < x_2x1​<x2​，f(x1)×f(x2)<0f(x_1) \times f(x_2) < 0f(x1​)×f(x2​)<0，则在 (x1,x2)(x_1, x_2)(x1​,x2​) 之间一定有一个根。
 输入格式 一行，444 个实数 a,b,c,da, b, c, da,b,c,d。
 输出格式 一行，333 个实根，从小到大输出，并精确到小数点后 222 位。
  输入输出样例 输入 #1 
    复制
   1 -5 -4 20
 输出 #1 
    复制
   -2.00 2.00 5.00
 说明/提示 【题目来源】
NOIP 2001 提高组第一题","NOIp提高组
2001(或之前)",63.76,26.08,0.41,入门,P1024
[NOIP2001提高组]数的划分," 
            将整数nnn分成kkk份，且每份不能为空，任意两个方案不相同(不考虑顺序)。
例如：n=7n=7n=7，k=3k=3k=3，下面三种分法被认为是相同的。
1,1,51,1,51,1,5;
1,5,11,5,11,5,1;
5,1,15,1,15,1,1.
问有多少种不同的分法。
 输入格式 n,kn,kn,k (6<n≤2006<n \le 2006<n≤200，2≤k≤62  \le k  \le  62≤k≤6)
 输出格式 111个整数，即不同的分法。
  输入输出样例 输入 #1 
    复制
   7 3
 输出 #1 
    复制
   4
 说明/提示 四种分法为：
1,1,51,1,51,1,5;
1,2,41,2,41,2,4;
1,3,31,3,31,3,3;
2,2,32,2,32,2,3.
【题目来源】
NOIP 2001 提高组第二题","NOIp提高组
2001(或之前)",61.55,32.44,0.53,普及/提高-,P1025
[NOIP2001提高组]统计单词个数," 
            给出一个长度不超过 200200200 的由小写英文字母组成的字母串（该字串以每行 202020 个字母的方式输入，且保证每行一定为 202020 个）。要求将此字母串分成
kkk 份，且每份中包含的单词个数加起来总数最大。
每份中包含的单词可以部分重叠。当选用一个单词之后，其第一个字母不能再用。例如字符串 this 中可包含 this 和 is，选用 this 之后就不能包含
th。
单词在给出的一个不超过 666 个单词的字典中。
要求输出最大的个数。
 输入格式 每组的第一行有两个正整数 p,kp,kp,k。
ppp 表示字串的行数，kkk 表示分为 kkk 个部分。
接下来的 ppp 行，每行均有 202020 个字符。
再接下来有一个正整数 sss，表示字典中单词个数。
接下来的 sss 行，每行均有一个单词。
 输出格式 111个整数，分别对应每组测试数据的相应结果。
  输入输出样例 输入 #1 
    复制
   1 3
thisisabookyouareaoh
4
is
a
ok
sab
 输出 #1 
    复制
   7
 说明/提示 【数据范围】
对于 100%100\%100% 的数据，2≤k≤402 \le k \le 402≤k≤40，1≤s≤61 \le s \le 61≤s≤6。
【样例解释】
划分方案为 this / isabookyoua / reaoh
【题目来源】
NOIP 2001 提高组第三题","NOIp提高组
2001(或之前)",18.36,6.28,0.34,普及/提高-,P1026
[NOIP2001提高组]Car的旅行路线," 
 

又到暑假了，住在城市 A 的 Car 想和朋友一起去城市旅游。
她知道每个城市都有 
4
4 个飞机场，分别位于一个矩形的 
4
4 个顶点上，同一个城市中两个机场之间有一条笔直的高速铁路，第 
i
i 个城市中高速铁路了的单位里程价格为 
T_i
T
i
	​

，任意两个不同城市的机场之间均有航线，所有航线单位里程的价格均为 
t
t。

图例（从上而下）

机场
高速铁路
飞机航线

注意：图中并没有标出所有的铁路与航线。

那么 Car 应如何安排到城市B的路线才能尽可能的节省花费呢?她发现这并不是一个简单的问题，于是她来向你请教。

找出一条从城市 A 到 B 的旅游路线，出发和到达城市中的机场可以任意选取，要求总的花费最少。

输入格式

第一行为一个正整数 
n
n，表示有 
n
n 组测试数据。

每组的第一行有 
4
4 个正整数 
s,t,A,B
s,t,A,B。

S
S 表示城市的个数，
t
t 表示飞机单位里程的价格，
A
A，
B
B 分别为城市A，B 的序号。

接下来有 
S
S 行，其中第 
i
i 行均有 
7
7 个正整数
x_{i1},y_{i1},x_{i2},y_{i2},x_{i3},y_{i3},T_i
x
i1
	​

,y
i1
	​

,x
i2
	​

,y
i2
	​

,x
i3
	​

,y
i3
	​

,T
i
	​

 ，这当中的 (
x_{i1},y_{i1}
x
i1
	​

,y
i1
	​

)，(
x_{i2},y_{i2}
x
i2
	​

,y
i2
	​

)，(
x_{i3},y_{i3}
x
i3
	​

,y
i3
	​

)分别是第 
i
i 个城市中任意 
3
3 个机场的坐标，
T_i
T
i
	​

 为第 
i
i 个城市高速铁路单位里程的价格。

输出格式

共有 
n
n 行，每行 
1
1 个数据对应测试数据。
保留一位小数。

输入输出样例
输入 #1
复制
1
3 10 1 3
1 1 1 3 3 1 30
2 5 7 4 5 2 1
8 6 8 8 11 6 3
输出 #1
复制
47.5
说明/提示

【数据范围】
对于 
100\%
100% 的数据，
1\le n \le 10
1≤n≤10，
1\le S \le 100
1≤S≤100，
1\le A,B \le S
1≤A,B≤S

【题目来源】

NOIP 2001 提高组第四题","NOIp提高组
2001(或之前)",8.68,4.4,0.51,提高+/省选-,P1027
[NOIP2001普及组]数的计算," 
            我们要求找出具有下列性质数的个数(包含输入的正整数 nnn)。
先输入一个正整数 nnn(n≤1000n \le 1000n≤1000),然后对此正整数按照如下方法进行处理：


不作任何处理；


在它的左边加上一个正整数,但该正整数不能超过原数的一半；


加上数后,继续按此规则进行处理,直到不能再加正整数为止。


 输入格式 111 个正整数 nnn(n≤1000n \le 1000n≤1000)
 输出格式 111 个整数，表示具有该性质数的个数。
  输入输出样例 输入 #1 
    复制
   6
 输出 #1 
    复制
   6
 说明/提示 满足条件的数为
6，16，26，126，36，136
【题目来源】
NOIP 2001 普及组第一题","NOIp普及组
2001(或之前)",163.61,69.99,0.43,普及-,P1028
[NOIP2001普及组]最大公约数和最小公倍数问题," 
            输入两个正整数 x0,y0x_0, y_0x0​,y0​，求出满足下列条件的 P,QP, QP,Q 的个数：


P,QP,QP,Q 是正整数。


要求 P,QP, QP,Q 以 x0x_0x0​ 为最大公约数，以 y0y_0y0​ 为最小公倍数。


试求：满足条件的所有可能的 P,QP, QP,Q 的个数。
 输入格式 一行两个正整数 x0,y0x_0, y_0x0​,y0​。
 输出格式 一行一个数，表示求出满足条件的 P,QP, QP,Q 的个数。
  输入输出样例 输入 #1 
    复制
   3 60
 输出 #1 
    复制
   4
 说明/提示 P,QP,QP,Q 有 444 种：

3,603, 603,60。
15,1215, 1215,12。
12,1512, 1512,15。
60,360, 360,3。

对于 100%100\%100% 的数据，2≤x0,y0≤1052 \le x_0, y_0 \le {10}^52≤x0​,y0​≤105。
【题目来源】
NOIP 2001 普及组第二题","NOIp普及组
2001(或之前)",69.99,30.7,0.44,普及-,P1029
[NOIP2001普及组]求先序排列," 
            给出一棵二叉树的中序与后序排列。求出它的先序排列。（约定树结点用不同的大写字母表示，长度≤8  \le  8≤8）。
 输入格式 222行，均为大写字母组成的字符串，表示一棵二叉树的中序与后序排列。
 输出格式 111行，表示一棵二叉树的先序。
  输入输出样例 输入 #1 
    复制
   BADC
BDCA
 输出 #1 
    复制
   ABCD
 说明/提示 【题目来源】
NOIP 2001 普及组第三题","NOIp普及组
2001(或之前)",39.22,24.12,0.61,普及-,P1030
[NOIP2002提高组]均分纸牌," 
            有NNN堆纸牌，编号分别为 1,2,…,N1,2,…,N1,2,…,N。每堆上有若干张，但纸牌总数必为NNN的倍数。可以在任一堆上取若干张纸牌，然后移动。
移牌规则为：在编号为111堆上取的纸牌，只能移到编号为222的堆上；在编号为NNN的堆上取的纸牌，只能移到编号为N−1N-1N−1的堆上；其他堆上取的纸牌，可以移到相邻左边或右边的堆上。
现在要求找出一种移动方法，用最少的移动次数使每堆上纸牌数都一样多。
例如N=4N=4N=4，444堆纸牌数分别为：
①999②888③171717④666
移动333次可达到目的：
从 ③ 取444张牌放到 ④ （9,8,13,109,8,13,109,8,13,10）-> 从 ③ 取333张牌放到 ②（9,11,10,109,11,10,109,11,10,10）-> 从 ② 取111张牌放到①（10,10,10,1010,10,10,1010,10,10,10）。
 输入格式 两行
第一行为：NNN（NNN 堆纸牌，1≤N≤1001  \le  N  \le  1001≤N≤100）
第二行为：A1,A2,…,AnA_1,A_2, … ,A_nA1​,A2​,…,An​ （NNN堆纸牌，每堆纸牌初始数，1≤Ai≤100001 \le  A_i  \le 100001≤Ai​≤10000）
 输出格式 一行：即所有堆均达到相等时的最少移动次数。
  输入输出样例 输入 #1 
    复制
   4
9 8 17 6
 输出 #1 
    复制
   3
 说明/提示 【题目来源】
NOIP 2002 提高组第一题","NOIp提高组
2002",75.9,41.81,0.55,普及-,P1031
