user_id,user_sim_list
5508,5508 1316 4278 6415 6415 2901 2901 1712 1712 5358 4384 5003 4020 4020 4020 4020 2644 2804 3113 6862
5509,5509 5509 4451 4451 4451 3321 4385 4218 4798 3817 3956 3956 1471 1471 1471 1471 1471 1471 6653 484
5510,5510 1732 243 7363 5700 1629 3205 4989 4989 4989 4989 4989 1229 2072 6565 4195 6635 5397 2601 2601
5511,5511 7342 5569 763 6185 3737 178 5060 2701 4225 4225 6815 5129 3867 4907 4907 6051 5293 5293 152
5512,5512 2829 1342 1342 1699 7139 262 703 703 703 7333 6324 4259 4029 4029 4029 6957 7172 5059 7033
5513,5513 195 6889 3442 7221 5064 4751 4751 351 133 133 2359 2359 2359 2699 2699 38 38 38 1662
5514,5514 3327 8 8 2139 2139 2139 3098 3098 3098 3098 3098 7004 6575 2795 6355 6355 6355 7449 5760
5515,5515 5325 5325 5789 3726 1186 1186 1186 1186 4857 4857 6970 4487 6732 1943 1943 1943 3997 6177 325
5516,5516 5516 5237 5237 5237 4736 7389 6971 6971 6294 3619 3619 3619 3619 1957 1957 728 728 6438 1938
5517,5517 6377 1691 1415 1833 1833 1833 1833 5778 2100 5241 1326 1326 1326 6445 1647 5118 870 1972 1972
5518,5518 1179 5874 403 5972 3653 3653 3653 5791 6255 6255 2825 2825 2825 786 1702 1961 1961 1961 1961
5519,5519 6702 2378 5352 5352 5352 5417 4217 4383 7452 4239 4196 362 362 3775 2180 1986 3996 7341 877
5520,5520 127 2195 1709 1709 4860 609 5257 1675 4939 4939 6891 6891 3574 3601 5892 2608 2608 2608 3799
5521,5521 7386 4163 4371 5132 4327 1110 5565 828 2510 6855 1881 5900 5844 4815 5069 7429 4445 4445 4445
5522,5522 4146 3172 1338 1338 1338 5188 5188 5188 5188 5188 5188 7121 4536 4711 4453 4453 4453 4453 678
5523,5523 3500 3500 3500 3500 3500 3500 3500 5285 5285 4685 6535 951 4587 4587 2722 7062 6766 4995 4995
5524,5524 3939 2341 2341 2341 2341 4746 2559 6955 1507 1507 1507 7191 3468 3468 3468 3468 3468 3392 3392
5525,5525 3734 2516 1217 2152 2152 2152 700 700 700 1984 6700 3456 2781 1304 1304 3336 4882 1344 2270
5526,5526 5823 1264 1264 1020 1020 5499 4206 3094 6221 5939 5581 5581 794 6128 1782 1782 1782 414 414
5527,5527 1052 5627 5496 5496 4790 4790 1262 1262 7292 5790 919 919 1814 1814 1814 3237 5663 5536 3920
5528,5528 5290 1435 1435 1435 2919 1137 5190 5190 5190 5190 4865 6520 6520 1953 1376 1376 4625 4731 4954
5529,5529 1477 1477 3755 3719 3719 88 88 6767 5841 830 830 830 830 6973 2304 530 530 6296 5663
5530,5530 2005 2005 2005 2005 2005 2005 2005 2005 2005 2005 5405 854 854 854 4799 936 2497 6922 2851
5531,5531 3842 6219 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 2856 2856
5532,5532 2538 25 25 25 25 25 1337 3385 5181 6820 606 5672 6822 2042 2391 2698 1620 1620 1620
5533,5533 5422 4237 4690 4172 5742 4212 3199 459 459 6980 71 1010 6615 2579 2579 1534 6104 3586 3586
5534,5534 5833 4721 2987 5234 1208 2718 2718 2718 2718 2139 2139 2139 3098 3098 3098 3098 3098 6354 1708
5535,5535 4887 3919 3067 3067 3031 1502 4624 4624 5554 5554 6748 462 740 3962 4071 4169 1467 3301 733
5536,5536 1262 1262 3319 3319 1814 1814 1814 3920 5328 3362 3362 1052 4021 7292 4676 6882 2212 2212 2212
5537,5537 4185 4185 4853 4853 4853 4853 6564 6564 6920 1526 1526 1526 1526 7200 2797 5641 3910 3910 3910
5538,5538 1994 6784 704 2548 2548 7371 3141 545 4977 3917 1169 7264 907 6154 5386 5386 5147 1864 1864
5539,5539 2324 2324 2324 906 5138 5138 5138 5138 5138 4665 603 603 4521 7094 4243 348 802 4325 196
5540,5540 5540 7415 60 5845 4004 1320 1320 1320 6256 5071 3953 7359 435 44 44 4254 4551 5619 7218
5541,5541 5864 3564 270 5973 2988 1896 5289 5289 500 500 4302 193 5114 6798 1976 1976 1976 1976 568
5542,5542 4716 2839 2839 5790 5329 5627 1993 3920 1262 1262 285 3393 7405 298 2491 2491 6484 2182 2182
5543,5543 3175 3215 6442 6622 1512 1512 1512 1512 1512 2009 3927 453 6747 3749 6397 6397 7123 7123 3769
5544,5544 1136 1136 1136 998 998 998 1090 6147 1992 1992 139 7380 4053 4053 5545 548 548 548 548
5545,5545 4174 2805 2805 548 548 548 548 548 548 5883 937 937 6292 2108 5544 3163 4053 4053 1836
5546,5546 3795 6168 5402 3964 3964 3964 3964 3964 2649 3565 7229 1153 7365 1804 6058 880 4990 4344 3307
5547,5547 1395 1395 5058 4630 4630 5093 5093 4866 7332 3293 3218 2362 2362 2362 6208 5310 5556 6178 5900
5548,5548 4724 3020 3002 4667 2413 2413 2413 2413 2413 4344 5350 5350 6089 449 3522 2259 3508 4809 4809
5549,5549 3888 6348 5090 7019 5259 1829 1829 1054 6925 1744 3660 4079 526 1237 5915 2991 2991 2991 2991
5550,5550 5746 4895 3495 3495 1918 1918 1918 1918 1918 3675 5179 4991 2777 4898 3026 3026 2347 7099 3231
5551,5551 6593 61 61 162 2504 2504 4272 975 1204 4203 1749 1749 1749 4406 3293 5093 5093 4110 4110
5552,5552 4173 4173 4173 6659 1373 1373 1373 3581 4682 3598 5039 1557 1557 921 921 773 1831 7267 5640
5553,5553 7280 1119 3310 1846 5242 5273 892 6387 6387 6570 2915 2915 2940 1140 5613 5288 5898 5221 5221
5554,5554 5554 6748 3031 4169 4071 2253 5613 3067 3067 1820 1820 1820 4887 5535 4412 462 3145 5242 3919
5555,5555 5074 4424 2211 750 2374 4713 1371 1371 2878 754 6569 2281 2281 2281 668 5038 1120 1439 2068
5556,5556 6065 4925 5215 5215 1751 318 5801 6609 3654 4910 4910 1749 1749 1749 2362 2362 2362 4099 5093
5557,5557 1028 5666 4498 4498 5410 630 630 565 2394 2394 2014 3062 3485 3485 3485 3485 2995 2995 642
5558,5558 6371 3228 3228 1451 4080 6794 1164 371 5221 5221 567 6329 5898 1870 1870 1140 4202 5288 2674
5559,5559 3309 4084 4084 2316 2316 2316 2316 2316 3196 6817 6046 559 1980 1319 1665 1665 4510 4546 4546
5560,5560 5560 6382 6382 995 4961 4961 509 6712 2156 2156 5938 2562 2562 2562 5216 2318 4715 2863 2863
5561,5561 6713 6520 6520 4865 1953 4954 4731 1282 1282 1282 1883 1883 1883 2919 5190 5190 5190 5190 4625
5562,5562 3894 7066 6966 2386 6692 3076 3096 7086 6961 2619 2619 6384 1271 6917 6470 5108 5108 5108 5108
5563,5563 1553 5754 6452 1625 6554 3648 219 1450 1450 1450 1450 1450 1566 1566 5304 4782 4782 4782 3678
5564,5564 7322 7394 6367 1966 1966 1966 1966 1851 1851 535 6629 4060 6599 7000 5931 2890 2890 5036 5036
5565,5565 5844 1881 6993 2510 7386 5521 6855 5132 5069 4327 4815 554 554 4163 5900 2229 2229 2229 2229
5566,5566 1957 1957 5346 5346 2298 3619 3619 3619 3619 605 605 2539 2539 527 6193 841 5447 2553 1198
5567,5567 7278 512 512 512 1725 4323 6614 422 422 422 422 422 422 3705 4346 396 2527 2527 1105
5568,5568 2111 7299 2999 5909 4844 4844 3553 2673 1958 1958 1958 1958 1958 7296 5420 2506 7262 3001 3001
5569,5569 6185 7342 2701 3737 6482 7455 5060 6815 152 4907 4907 5511 3003 5293 5293 178 1952 1952 1952
5570,5570 1574 1574 1574 1574 1574 1574 5938 2280 2280 2280 2688 6930 5400 4961 4961 237 3944 3944 4715
5571,5571 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357 3357
5572,5572 7207 7035 2067 6399 5655 1689 266 4042 4042 6685 2143 1783 1783 1769 3038 3038 2916 2916 2916
5573,5573 2549 2549 2549 2488 5464 1234 3021 911 6361 2309 5484 5484 3280 1150 1150 2080 5287 5077 2186
5574,5574 3208 5624 5624 5779 1985 7297 2066 7075 1604 1604 4817 6008 5906 5143 3467 6837 716 716 2772
5575,5575 5575 1849 1849 4025 4025 4147 4147 4147 4147 4147 4147 4147 4147 2657 739 1256 1256 1256 2520
5576,5576 772 3775 7452 1986 3809 2737 6821 4229 4217 1227 1227 3996 385 5291 5291 2180 6136 6136 4921
5577,5577 5380 5380 3481 446 446 446 2792 1065 1065 2158 843 3391 5676 5676 1508 1508 1508 1508 1508
5578,5578 4154 5342 5324 1265 2278 428 4717 5711 4974 1819 1819 7447 1578 66 66 513 513 513 513
5579,5579 4802 4802 4802 1827 5147 5156 543 543 543 543 2210 6639 3608 3750 717 717 717 4258 6613
5580,5580 2585 4531 2019 2019 2019 2019 2019 2019 2019 1394 1394 1394 2387 2387 2305 1177 313 2749 1603
5581,5581 5581 1020 1020 3326 5939 6312 7074 7074 1782 1782 1782 6666 4206 2376 414 414 2377 6128 794
5582,5582 6863 319 319 1279 1279 1279 3084 3084 5379 6422 4295 4295 9 9 9 6514 114 114 6636
5583,5583 4490 3511 945 2466 2399 2399 2399 6689 2312 6577 1285 637 637 637 6306 5134 1880 1250 1250
5584,5584 5979 7339 5949 3662 4223 3885 3885 3885 3885 7067 6362 348 4608 4608 4521 6449 1920 1920 5081
5585,5585 5585 81 5647 7304 1108 6150 5401 6937 6841 5490 5490 3103 3555 6915 6915 6584 1089 5042 4293
5586,5586 6946 6946 407 407 6443 4050 5768 784 784 699 1103 1103 1103 1103 1103 1103 1103 1103 3657
5587,5587 5587 5587 5587 2060 419 419 6608 6608 2013 2013 790 790 4533 4533 4533 7254 1152 1152 1152
5588,5588 2021 2021 2021 2021 4119 4822 2473 1111 1476 815 815 4591 4591 4499 4499 4892 510 510 4399
5589,5589 5589 2980 6873 1685 1685 6456 2823 2823 3687 5868 3476 2694 3347 3347 1841 1841 7381 1987 4619
5590,5590 7059 6181 3375 3102 7340 1897 5198 552 552 6188 1886 1886 1886 7076 6050 144 5597 1784 1784
5591,5591 6440 4997 1231 5991 533 841 1859 3167 3167 3167 7389 2553 6910 2086 2086 605 605 5100 728
5592,5592 4473 1745 1936 1936 3212 4011 4011 6939 6314 6913 6431 1707 1707 1707 3793 6333 5444 377 4812
5593,5593 6539 5339 3284 3284 5809 4575 4575 4575 1793 1793 3396 3396 7140 2869 6703 1692 1692 4808 4808
5594,5594 5348 5252 6885 3626 3626 1544 1544 1544 1544 1544 1544 568 568 7451 113 193 374 374 4302
5595,5595 5595 5182 3650 3650 3650 2490 4201 581 581 198 5078 2646 2646 5170 5170 5170 3479 5791 5772
5596,5596 5596 5596 5596 5596 1142 1142 1142 4923 950 950 7105 1671 119 4960 4960 2797 5620 4853 4853
5597,5597 5767 144 7076 5198 5605 5605 4924 3776 3877 2016 2016 2016 2016 2016 6188 7340 1784 1784 1784
5598,5598 607 2097 2105 2974 7005 3044 3886 3886 1127 1289 1771 6656 3066 3066 226 4948 6091 6091 6960
5599,5599 5061 6631 6631 6631 4747 4747 4747 3708 896 896 896 896 2189 2189 2189 2706 2706 7146 1076
5600,5600 6722 6912 1650 1650 2898 2898 2898 3019 3019 3733 1796 1796 1796 1796 1796 4392 4392 4846 560
5601,5601 3654 2504 2504 1751 5215 5215 284 1132 1132 4527 3454 2658 2658 2658 2658 6239 318 4203 5551
5602,5602 5602 1236 1236 3297 3122 4674 4674 5492 3323 2636 2636 7132 1299 1299 1299 4358 1894 1894 1894
5603,5603 5416 5416 6826 6883 7113 2645 2645 2645 2648 2648 2648 2648 2648 2648 2648 2648 2648 2648 2648
5604,5604 6964 6964 7129 1232 2265 6803 2220 3541 1659 7068 48 1628 4481 4481 1670 424 424 424 424
5605,5605 5605 5198 5767 7076 3776 5597 144 2016 2016 2016 2016 2016 973 1886 1886 1886 3877 1784 1784
5606,5606 5606 702 702 702 2669 2225 4489 1615 1615 1615 5626 652 652 652 652 652 652 652 2685
5607,5607 6522 3272 4713 5258 6283 3771 4605 2878 3559 6403 6403 2479 7050 1371 1371 928 1930 1930 1930
5608,5608 6351 6351 1572 1572 1572 1572 6632 3262 2961 2961 6444 3473 368 476 476 5367 5367 5367 5367
5609,5609 799 799 799 5989 4018 4018 4072 3127 0 0 7100 1663 1663 1663 1663 2961 2961 1738 4161
5610,5610 6439 2640 4113 5999 2542 2542 1601 1601 6295 6594 6233 3892 2650 2650 6647 1230 2498 2498 5741
5611,5611 4292 4292 5840 1528 3289 5154 2700 2700 2700 3662 5081 6217 4608 4608 348 4521 3885 3885 3885
5612,5612 5462 2597 1940 1940 4313 5856 859 33 33 7201 5770 5770 5770 3928 3928 3928 3928 3754 1247
5613,5613 4071 4169 5242 5554 5554 2253 6748 3031 1119 3310 892 6570 3145 1846 2915 2915 1820 1820 1820
5614,5614 2832 2832 5385 3829 3829 3829 3829 3829 3829 7189 3547 5062 522 1596 1596 2779 2779 2779 2779
5615,5615 4726 2862 2862 517 517 1030 5760 8 8 5802 3439 6246 6433 3798 7350 5514 6355 6355 6355
5616,5616 1595 1595 1595 1361 1361 4325 4583 2530 2861 6206 24 24 5199 5199 7011 1015 5218 3022 4220
5617,5617 514 514 514 514 514 514 514 514 514 3116 2243 3874 3874 3874 1209 1004 2637 1363 5853
5618,5618 1332 798 479 479 479 479 479 1540 1356 1490 1490 4316 3828 6369 345 1639 1639 3788 3864
5619,5619 7359 1433 1433 1433 4651 6256 4551 7218 7384 2846 3953 232 194 4254 3193 5540 5540 3483 3483
5620,5620 1142 1142 1142 4923 4368 119 2733 2733 4303 4960 4960 3861 3861 1671 4267 950 950 5596 5596
5621,5621 248 7316 4339 6942 6942 6941 6941 7399 6606 5376 827 827 4056 1318 293 1315 1315 1315 2864
5622,5622 3059 2702 2849 1220 1932 1932 574 574 574 574 574 574 574 574 574 574 574 574 574
5623,5623 6324 6160 4029 4029 4029 5319 7185 1759 135 135 135 5095 5095 4832 1097 1097 5059 1396 1396
5624,5624 5624 3467 716 716 5574 1985 3623 3208 6008 6837 4817 7297 6923 6600 2066 5779 2508 5961 6927
5625,5625 6398 6398 6352 5125 5125 5432 2472 2472 6695 6762 189 5116 6938 2251 2251 2251 2033 2033 1324
5626,5626 2685 4165 4165 4165 4489 2824 2824 6909 2669 938 938 938 5606 5606 6954 702 702 702 2225
5627,5627 1262 1262 5790 5542 1993 1814 1814 1814 7292 3237 3920 1052 2177 2177 3445 5220 5220 4716 5329
5628,5628 782 782 6070 4105 4105 4105 4559 4559 6877 925 925 6847 4091 4091 4403 7434 1513 1513 5734
5629,5629 2561 5820 5795 218 3665 5040 2680 1034 1034 384 4209 1583 2058 2058 497 497 2024 3893 4932
5630,5630 3506 5715 2871 2871 2871 4570 4570 4585 4585 4585 4585 1682 831 831 831 831 420 420 5506
5631,5631 7194 639 601 3281 770 775 775 775 775 3315 4849 4849 1766 2955 2955 2955 3384 2169 2656
5632,5632 3963 3963 1754 4754 594 594 594 1407 1407 1407 1407 4494 6111 3253 3253 3253 5877 26 3629
5633,5633 1631 5942 3992 4293 1603 1603 5049 5049 6010 2387 2387 789 2011 2011 2011 5490 5490 2585 5056
5634,5634 4422 2866 6121 2410 2410 2410 2410 4714 2768 3010 3596 3596 1151 1900 1900 1900 32 7372 4478
5635,5635 5213 1144 5691 5343 5343 6616 6872 5780 1145 1145 7410 4937 6677 2245 2245 1408 5320 1061 1061
5636,5636 5137 2670 5204 5204 6497 6497 2633 2633 6177 399 399 4862 3407 1943 1943 1943 6625 3340 2454
5637,5637 1162 1162 1162 2876 2876 1208 814 814 814 814 814 5014 5833 2462 2462 2139 2139 2139 5534
5638,5638 6590 680 680 5933 868 2039 3987 3987 1776 968 4755 1147 1147 2040 2040 2040 1090 5035 7439
5639,5639 5639 6230 4767 2993 846 6389 6125 6125 6827 4470 3366 2142 2142 2142 2142 4308 4308 198 2785
5640,5640 5039 6659 617 5552 7175 1412 1412 4173 4173 4173 664 664 664 3729 1443 1443 1373 1373 1373
5641,5641 6920 3427 2941 3624 3624 3624 3624 6564 6564 661 4185 4185 2534 2534 2534 7290 5717 5537 2997
5642,5642 6101 4526 4526 2455 2455 2455 5023 6167 2719 2719 2719 2719 2719 5757 5757 5757 1418 1418 1418
5643,5643 5643 1039 5165 5165 2427 3680 3188 3589 3589 3589 2944 562 3887 960 6472 4639 1051 5944 1581
5644,5644 2458 4968 2743 2743 1027 7260 6811 5096 6694 1556 2592 4330 2628 2628 2628 2628 2628 2628 7420
5645,5645 1206 1564 3219 3219 4647 4625 4024 471 471 471 4731 2760 2850 2240 4891 4891 475 1953 6979
5646,5646 1909 1909 1909 1909 4941 1792 1792 1792 6990 4284 4284 598 598 598 598 598 408 408 408
5647,5647 6937 6150 7304 153 153 3446 3446 5401 4353 6915 6915 5585 5585 3555 1129 6841 7020 3041 3041
5648,5648 2601 2601 2601 2601 6258 3205 6538 5700 2015 2015 7388 1732 6341 4509 2705 2705 5504 5504 3806
5649,5649 5984 5261 5162 5162 6490 2276 2276 2276 5167 5167 3724 6085 5957 277 7021 5771 4791 6086 1718
5650,5650 1705 1440 1440 1440 5453 3107 5945 4044 2628 2628 2628 2628 2628 2628 4214 5956 257 257 7420
5651,5651 5651 5651 5080 5080 5704 6660 6660 5748 5917 2121 2121 2121 2121 2121 2121 3847 3847 3695 3697
5652,5652 4883 5707 5707 6697 626 626 1148 6719 2230 2230 2230 2230 6300 2326 2326 2326 2326 6612 6435
5653,5653 5887 5887 6281 434 1724 1515 3828 6126 4770 3503 5441 1591 6048 6048 3341 4658 2724 479 479
5654,5654 894 894 2137 2137 359 1013 349 6173 2057 623 623 623 623 623 3155 5855 1853 2747 2747
5655,5655 6685 1769 266 2067 2143 1783 1783 6146 2916 2916 2916 2916 5572 3945 6142 1577 1577 1577 1577
5656,5656 4497 4497 4497 4563 4563 4563 2010 747 747 747 747 747 747 747 747 747 747 747 747
5657,5657 6630 4872 4872 5110 1628 424 424 424 424 424 424 424 424 424 424 424 2512 5046 4446
5658,5658 4803 5444 6913 4981 4395 5736 7375 1936 1936 19 19 3212 4011 4011 382 382 382 1756 4758
5659,5659 6893 7025 1160 3230 3230 3230 4828 4828 4828 5051 2000 3335 3335 4696 4795 4707 1575 4127 4127
5660,5660 936 5067 2305 1394 1394 1394 313 5954 3876 3876 3876 6734 2851 2851 6236 2497 1426 1426 1426
5661,5661 5941 5941 2819 2747 2747 359 5322 7237 4622 4622 5122 5450 5109 2115 4128 4462 3502 5256 2521
5662,5662 4289 4289 4289 4241 4967 3330 466 466 466 466 466 466 466 466 1858 1835 4037 4037 4333
5663,5663 2304 5496 5496 3237 7292 2938 2938 3755 1052 88 88 5529 1814 1814 1814 3445 2177 2177 1477
5664,5664 6579 2544 2544 2544 7102 3296 6458 34 34 34 34 34 6575 7044 4735 3018 1193 1193 1193
5665,5665 7134 5151 6778 388 2523 1860 426 426 426 2983 2983 2731 3692 4672 4720 4538 4224 4224 3079
5666,5666 4498 4498 5557 3062 3178 5123 1028 5410 1010 2394 2394 642 642 642 642 2069 627 627 565
5667,5667 771 771 771 5916 1510 1510 2181 2181 2181 4389 4333 7056 4772 4967 3086 1469 1469 5501 5501
5668,5668 614 614 614 614 3584 3283 3283 3283 6676 1006 1006 1006 6454 2464 3016 3106 4823 6071 6071
5669,5669 2451 3895 3986 548 548 548 548 548 548 1122 1122 1122 632 4838 4838 4053 4053 667 667
5670,5670 5670 6460 6900 6900 6405 6508 844 5738 4258 4007 6613 4584 5701 5701 3148 3608 2093 5218 1827
5671,5671 714 7293 6190 2329 2329 2329 2329 637 637 637 6054 6054 1880 3511 2923 2351 2351 2351 495
5672,5672 6822 1533 1998 2042 6604 6056 3978 3978 5821 1924 1924 1924 1620 1620 1620 1620 215 606 1405
5673,5673 154 833 5128 5128 5057 4455 1908 6302 6968 129 6282 1077 3138 3138 521 4843 820 7168 4908
5674,5674 5674 347 7022 5709 5709 5709 2791 1840 7227 4875 6277 6277 6882 5328 1885 1885 1885 1885 2722
5675,5675 5675 2445 5749 718 718 587 947 5315 4652 2233 3773 697 1005 1348 797 3580 5743 5708 5708
5676,5676 5676 3391 2882 446 446 446 5577 5006 5380 5380 5927 2792 600 6415 6415 6237 3202 3202 5962
5677,5677 1403 1403 6032 3851 3851 7170 6429 7404 3722 7392 3513 3711 3303 3303 3303 1826 1826 1349 1349
5678,5678 6076 631 631 6525 2369 2369 124 124 6091 6091 2610 2301 3259 2358 5695 7337 1916 4006 6656
5679,5679 6799 535 6599 2032 2032 5915 6367 2890 2890 5931 1054 4415 3290 3290 6618 7322 738 738 738
5680,5680 2615 1349 1349 6429 6032 5362 5859 2654 2654 2654 2654 2654 2654 2654 2654 1826 1826 6892 7392
5681,5681 6186 961 7289 2282 5964 599 599 599 1903 1903 7260 3203 4374 4374 5843 6495 6425 6417 4330
5682,5682 638 380 380 380 380 358 4562 5873 1001 524 524 524 524 5163 631 631 4480 1352 4006
5683,5683 2400 6082 645 645 1099 7244 3712 1167 1167 1167 470 1541 2613 3651 3651 1454 1454 1454 1454
5684,5684 6197 1508 1508 1508 1508 1508 1508 1508 1508 1508 650 650 650 2158 6087 3503 5047 2796 3202
5685,5685 5459 5013 6699 4587 4587 2255 2255 6394 6766 549 549 1889 1889 1889 7062 3252 634 634 634
5686,5686 4307 895 895 895 5223 5223 6109 6109 758 758 758 3225 3225 3225 2248 2248 2248 1024 1024
5687,5687 1109 6390 6390 3834 3834 6494 2976 82 82 1656 2605 4246 1747 6545 6545 499 1714 5477 5477
5688,5688 7403 917 6714 5500 4122 6123 6123 6123 6123 6123 6123 6123 6123 6123 6123 6123 6123 6123 5262
5689,5689 5689 2163 2163 2163 2163 6041 6041 3304 5985 5897 5863 3866 1342 1342 6211 3210 3210 5705 539
5690,5690 1983 1983 1983 1983 1845 4735 3018 2544 2544 2544 1266 1193 1193 1193 1193 3439 2795 2425 2425
5691,5691 5343 5343 5213 6872 7410 1144 6556 6556 5780 2564 2564 4067 1061 1061 1061 1061 3158 4360 5320
5692,5692 3966 3762 3810 6019 3958 5919 5347 6418 4146 5307 5990 5990 4729 4014 3331 3331 3331 3331 4536
5693,5693 5693 2660 2660 2660 4205 2076 2076 6485 2981 1519 1519 2663 2663 1290 1290 6130 6130 5783 54
5694,5694 5694 2936 2936 2936 1722 5065 5065 1928 1928 1928 3573 3502 5450 5974 7237 4408 3291 5109 2758
5695,5695 6525 6076 6536 124 124 1939 1939 1939 3768 3768 3458 4656 631 631 3174 3174 2610 3514 4006
5696,5696 4933 3611 3611 2573 2573 2133 7178 1735 6309 3659 7083 4309 4309 2454 2454 2454 2454 3340 809
5697,5697 3633 3633 3633 3633 3633 1307 1307 1307 2584 1380 1380 1380 4554 4554 671 671 671 671 671
5698,5698 4056 7399 1113 7188 6606 2112 5621 1962 248 7316 1315 1315 1315 5376 5092 5092 6089 2259 2413
5699,5699 6012 1065 1065 4823 6676 5498 5498 2792 5380 5380 614 614 614 614 2158 3016 6087 3481 5577
5700,5700 3205 1732 5648 6538 4195 2601 2601 2601 2601 5510 5504 5504 4509 6341 243 6258 6565 2015 2015
5701,5701 5701 3148 4584 5377 6405 6216 844 4258 2899 2899 6460 5670 5670 543 543 543 543 5139 3200
5702,5702 2853 2853 4854 4854 2404 4635 4635 6848 7239 4342 4342 4331 4331 4331 78 1888 1888 6503 3965
5703,5703 3993 3376 3376 3376 2127 4378 496 2543 2543 1329 7437 4929 6869 3125 4947 7266 5912 2998 2052
5704,5704 5651 5651 5651 5748 5080 5080 5917 6660 6660 2121 2121 2121 2121 2121 2121 3695 3802 3847 3847
5705,5705 4655 5897 6343 3201 3871 3871 2163 2163 2163 2163 7323 3216 3216 3216 6957 1097 1097 7181 1476
5706,5706 96 5971 2661 2661 5950 6086 336 2665 2665 2665 2665 2665 7021 6149 3724 4153 1672 1286 1286
5707,5707 5707 6697 6300 5652 6719 4883 626 626 1200 1200 1200 1148 6871 6280 2326 2326 2326 2326 94
5708,5708 5708 3918 4830 1491 1491 2590 4652 811 811 3761 3034 1911 1911 4953 4643 7119 2972 1116 5452
5709,5709 5709 5709 4875 5328 6882 347 7022 3362 3362 6484 4003 5674 5674 4877 4877 298 1840 3393 3248
5710,5710 401 401 401 401 401 401 5415 5415 778 6928 7193 1496 1496 1496 1496 489 489 6493 478
5711,5711 2278 513 513 513 513 5342 6805 4154 1376 1376 5578 28 4717 1253 2807 2807 4228 2023 1265
5712,5712 5712 5712 333 4359 1911 1911 2930 2930 6960 3820 5747 6783 6668 4439 4129 5370 1587 1587 1587
5713,5713 2687 2687 2687 2687 2687 2687 4694 6865 1051 3452 231 1031 1031 4491 4491 4491 4701 5720 6283
5714,5714 5714 5714 3625 7071 7071 6698 3599 3599 4075 2833 2833 2833 4143 230 230 4306 1328 1328 1328
5715,5715 5630 3506 1682 420 420 5506 4506 4506 5000 5000 2871 2871 2871 4570 4570 831 831 831 831
5716,5716 2348 2348 3146 4256 6220 2746 2746 2746 83 4377 2647 6982 203 203 203 203 3120 3120 4341
5717,5717 1592 661 2469 3624 3624 3624 3624 6212 2534 2534 2534 6072 2941 4919 1413 1211 1060 944 3438
5718,5718 2418 171 7445 1644 1644 1644 1644 1644 5393 5393 2450 3295 1223 1223 6203 2484 2484 2484 748
5719,5719 4065 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 56 56
5720,5720 1101 6174 3594 4694 3757 2317 231 5850 3589 3589 3589 1051 5713 764 764 764 5817 13 13
5721,5721 7279 1963 497 497 3636 6868 2408 2405 1037 6977 4107 660 384 5141 2742 2058 2058 3118 803
5722,5722 3568 6756 1830 1830 1830 4597 4936 4936 4936 4936 4936 5314 3627 3627 3627 3627 3627 3627 1070
5723,5723 305 305 305 305 7092 5203 5203 3184 6906 3461 3461 5389 5389 314 3052 261 7354 191 191
5724,5724 1713 6500 6500 2173 461 461 5217 5217 4864 3743 1292 2727 2727 2727 2727 264 2904 6684 6060
5725,5725 6198 447 5133 5133 2269 2269 5846 3838 3833 3009 1072 1072 1072 2045 3975 3975 7099 5205 520
5726,5726 146 7202 5728 5728 5728 4912 4912 2672 2672 282 5185 5185 1165 1165 92 2038 7450 6976 3528
5727,5727 1003 12 12 2779 2779 2779 2779 2079 2079 2079 3829 3829 3829 3829 3829 3829 3714 4418 7189
5728,5728 5728 5728 2672 2672 5185 5185 3528 282 7202 146 5726 3740 2811 2811 2811 2078 4912 4912 7429
5729,5729 3319 3319 4685 3500 3500 3500 3500 3500 3500 3500 7062 1824 1382 1382 6535 5328 4587 4587 6793
5730,5730 3058 2593 2593 644 644 644 644 644 644 3652 2438 2438 4110 4110 2205 162 3343 4833 4833
5731,5731 4032 4032 4032 3480 1562 1562 1562 1562 4314 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559
5732,5732 5732 904 4612 4612 4546 4546 7205 1628 7081 4510 3658 4743 658 658 658 5046 4446 4446 4446
5733,5733 5194 5194 5194 4463 4463 6583 4999 4999 4999 2813 6260 4355 4355 3164 3164 2462 2462 6053 6053
5734,5734 4211 6113 6388 6388 6877 4047 5363 1047 4403 7434 782 782 4918 1690 1690 6094 4876 2729 2729
5735,5735 2735 7395 6905 3422 4722 1543 1543 1543 3012 3012 1942 1942 1452 1452 1452 6856 2906 3709 2486
5736,5736 19 19 1756 4831 395 395 395 395 4981 382 382 382 7375 5002 2716 5436 5658 4803 674
5737,5737 4179 6723 7255 163 163 1235 2612 2612 2612 2612 354 354 354 354 354 354 354 354 2934
5738,5738 6508 3608 2093 6613 5670 5670 4007 5148 6900 6900 844 4059 4258 6405 1827 7171 6460 4802 4802
5739,5739 1157 3155 5806 5407 4380 4380 1580 1580 1580 3933 1520 1520 1520 1520 1520 1520 329 325 2769
5740,5740 6380 6380 6380 4338 4338 3924 5367 5367 5367 5367 5070 3388 3313 4934 4107 3118 4730 4730 4430
