user_id,user_embedding
6584,"[0.017623621970415115, 0.0, 0.03330007195472717, 0.21421964466571808, 0.28071877360343933, 0.15933574736118317, 1.5116554498672485, 0.0]"
2717,"[0.01762264035642147, 0.0, 0.3978694677352905, 0.11988848447799683, 0.2601151764392853, 0.16257037222385406, 0.38392359018325806, 0.0]"
6585,"[0.01762329787015915, 0.0, 0.28930556774139404, 0.1313662976026535, 0.25636836886405945, 0.16136714816093445, 0.48891711235046387, 0.0]"
6586,"[0.017622441053390503, 0.0, 0.46371161937713623, 0.11421764642000198, 0.2630845904350281, 0.16316212713718414, 0.33725622296333313, 0.0]"
6587,"[0.01762266270816326, 0.0, 0.3930773138999939, 0.12366193532943726, 0.261760950088501, 0.16245441138744354, 0.4312900900840759, 0.0]"
6588,"[0.01762290485203266, 0.0, 0.35234490036964417, 0.12644538283348083, 0.2596572935581207, 0.16212645173072815, 0.45356976985931396, 0.0]"
6589,"[0.017622975632548332, 0.0, 0.34057360887527466, 0.12632505595684052, 0.25833988189697266, 0.16192013025283813, 0.4448680281639099, 0.0]"
6590,"[0.017622733488678932, 0.0, 0.386414110660553, 0.1206900030374527, 0.25929057598114014, 0.1623995006084442, 0.38944050669670105, 0.0]"
3359,"[0.017623290419578552, 0.0, 0.274833083152771, 0.1331154853105545, 0.25629064440727234, 0.1614571511745453, 0.5115842223167419, 0.0]"
6591,"[0.017622454091906548, 0.0, 0.4506645202636719, 0.11295854300260544, 0.2612033188343048, 0.1629858911037445, 0.3177017271518707, 0.0]"
2008,"[0.017622552812099457, 0.0, 0.4507901668548584, 0.11420977115631104, 0.26186081767082214, 0.16292914748191833, 0.33177247643470764, 0.0]"
6592,"[0.01762312278151512, 0.0, 0.29450687766075134, 0.13213039934635162, 0.2574818432331085, 0.16160470247268677, 0.5034401416778564, 0.0]"
4149,"[0.01761874184012413, 0.0, 1.3004262447357178, 0.059032708406448364, 0.3128199875354767, 0.17084884643554688, 0.004896953701972961, 0.0]"
2757,"[0.017618931829929352, 0.0, 1.2634631395339966, 0.061219632625579834, 0.310319185256958, 0.17059999704360962, 0.015297889709472656, 0.0]"
4144,"[0.01761888898909092, 0.0, 1.2558233737945557, 0.06142863258719444, 0.3095477223396301, 0.17044876515865326, 0.013690009713172913, 0.0]"
4147,"[0.01762363128364086, 0.0, 0.06300224363803864, 0.19879364967346191, 0.27464720606803894, 0.15961557626724243, 1.3103631734848022, 0.0]"
1918,"[0.01762261986732483, 0.0, 0.3937741219997406, 0.12331973016262054, 0.2617760896682739, 0.16259102523326874, 0.43139249086380005, 0.0]"
6593,"[0.01762308180332184, 0.0, 0.30917418003082275, 0.1298495978116989, 0.2574951648712158, 0.16170193254947662, 0.4807623624801636, 0.0]"
6594,"[0.017623048275709152, 0.0, 0.33790960907936096, 0.12311533838510513, 0.25636106729507446, 0.16193154454231262, 0.39904534816741943, 0.0]"
6595,"[0.01762283965945244, 0.0, 0.3689642548561096, 0.12203463912010193, 0.25852689146995544, 0.16233263909816742, 0.4024016261100769, 0.0]"
6596,"[0.01761874556541443, 0.0, 1.2941535711288452, 0.05962302163243294, 0.31237393617630005, 0.17087671160697937, 0.009240806102752686, 0.0]"
3910,"[0.017622988671064377, 0.0, 0.31095898151397705, 0.13141237199306488, 0.25861048698425293, 0.16175594925880432, 0.5036103129386902, 0.0]"
766,"[0.017622193321585655, 0.0, 0.5184653997421265, 0.11032784730195999, 0.2663321793079376, 0.1636551469564438, 0.31500834226608276, 0.0]"
4777,"[0.017623070627450943, 0.0, 0.3078726530075073, 0.12975846230983734, 0.2573317587375641, 0.16183622181415558, 0.4778735041618347, 0.0]"
719,"[0.017623627558350563, 0.0, 0.056553035974502563, 0.20187294483184814, 0.2757303714752197, 0.1595185548067093, 1.3524237871170044, 0.0]"
6597,"[0.01762332022190094, 0.0, 0.25480374693870544, 0.13537102937698364, 0.25525638461112976, 0.1611793488264084, 0.5232005715370178, 0.0]"
6386,"[0.017622724175453186, 0.0, 0.40076738595962524, 0.1195935606956482, 0.2604096233844757, 0.16249361634254456, 0.38360917568206787, 0.0]"
6387,"[0.01762310042977333, 0.0, 0.3108904957771301, 0.12906253337860107, 0.25710687041282654, 0.1617141216993332, 0.4657057523727417, 0.0]"
6388,"[0.017623627558350563, 0.0, 0.060615167021751404, 0.2005297839641571, 0.27525004744529724, 0.1595151573419571, 1.334897756576538, 0.0]"
6598,"[0.0176229365170002, 0.0, 0.3367767930030823, 0.1274145543575287, 0.25874269008636475, 0.16195107996463776, 0.45780861377716064, 0.0]"
6599,"[0.01761850155889988, 0.0, 1.3638336658477783, 0.05603615939617157, 0.3173254132270813, 0.17149430513381958, 0.0, 0.0]"
3908,"[0.01762249693274498, 0.0, 0.4611694812774658, 0.11255349218845367, 0.2620803117752075, 0.16306406259536743, 0.3158845901489258, 0.0]"
4917,"[0.01762228086590767, 0.0, 0.5083494782447815, 0.1088763102889061, 0.26452547311782837, 0.1635025143623352, 0.28836697340011597, 0.0]"
6600,"[0.0176226906478405, 0.0, 0.42843103408813477, 0.1170293316245079, 0.2616076171398163, 0.1627773493528366, 0.36273953318595886, 0.0]"
6601,"[0.017622658982872963, 0.0, 0.4290427565574646, 0.11531200259923935, 0.260653018951416, 0.1627543568611145, 0.3376958966255188, 0.0]"
6602,"[0.017623616382479668, 0.0, 0.021402820944786072, 0.2204793095588684, 0.283261239528656, 0.15924912691116333, 1.597148060798645, 0.0]"
4320,"[0.017617635428905487, 0.0, 1.548701286315918, 0.047079429030418396, 0.3300517201423645, 0.17325879633426666, 0.0, 0.0]"
2787,"[0.017622381448745728, 0.0, 0.472870409488678, 0.1141805574297905, 0.26423904299736023, 0.16313472390174866, 0.34683242440223694, 0.0]"
6603,"[0.017622634768486023, 0.0, 0.4029017984867096, 0.12040433287620544, 0.260652095079422, 0.16249550879001617, 0.39001914858818054, 0.0]"
2682,"[0.017623629420995712, 0.0, 0.06699199974536896, 0.19742724299430847, 0.2741320729255676, 0.159627765417099, 1.2955631017684937, 0.0]"
6604,"[0.01762290485203266, 0.0, 0.34911417961120605, 0.12480207532644272, 0.25840893387794495, 0.16197405755519867, 0.42662256956100464, 0.0]"
46,"[0.0176235344260931, 0.0, 0.0, 0.38506391644477844, 0.3504510521888733, 0.1568654179573059, 3.7252418994903564, 0.0]"
6605,"[0.017623087391257286, 0.0, 0.32077518105506897, 0.12634137272834778, 0.2564600706100464, 0.16174067556858063, 0.43565016984939575, 0.0]"
6606,"[0.017622703686356544, 0.0, 0.4054158329963684, 0.11866583675146103, 0.260282963514328, 0.16247129440307617, 0.3711070418357849, 0.0]"
6607,"[0.01762276515364647, 0.0, 0.3840318024158478, 0.125783771276474, 0.26221713423728943, 0.16230864822864532, 0.45776766538619995, 0.0]"
6608,"[0.017619188874959946, 0.0, 1.2206813097000122, 0.06303010135889053, 0.30735307931900024, 0.17024853825569153, 0.019347146153450012, 0.0]"
628,"[0.017623648047447205, 0.0, 0.1405637264251709, 0.1594214290380478, 0.25855526328086853, 0.16018067300319672, 0.8037490248680115, 0.0]"
6609,"[0.017623037099838257, 0.0, 0.30072256922721863, 0.13102078437805176, 0.2572932839393616, 0.1615716964006424, 0.4905470013618469, 0.0]"
6610,"[0.017622843384742737, 0.0, 0.3537675440311432, 0.12412656843662262, 0.2581321597099304, 0.1620408147573471, 0.4192294478416443, 0.0]"
6611,"[0.01762297749519348, 0.0, 0.35001498460769653, 0.12518993020057678, 0.2585296928882599, 0.16213157773017883, 0.43311017751693726, 0.0]"
6612,"[0.017622658982872963, 0.0, 0.4174073040485382, 0.12029042094945908, 0.26234903931617737, 0.16268856823444366, 0.40010368824005127, 0.0]"
6613,"[0.017622563987970352, 0.0, 0.43103012442588806, 0.11740805208683014, 0.2620285749435425, 0.16280114650726318, 0.3704705238342285, 0.0]"
636,"[0.01762360893189907, 0.0, 0.0, 0.2434442639350891, 0.2932661473751068, 0.15909436345100403, 1.8996745347976685, 0.0]"
1549,"[0.017623621970415115, 0.0, 0.03152287006378174, 0.21483752131462097, 0.28138893842697144, 0.1594417691230774, 1.526706337928772, 0.0]"
6614,"[0.01762254722416401, 0.0, 0.43506020307540894, 0.11593469977378845, 0.2615324854850769, 0.1628802865743637, 0.3516525626182556, 0.0]"
6615,"[0.017623629420995712, 0.0, 0.06104390323162079, 0.2003835141658783, 0.27539652585983276, 0.15965718030929565, 1.3376117944717407, 0.0]"
6143,"[0.017618801444768906, 0.0, 1.287782907485962, 0.059839121997356415, 0.3119356632232666, 0.17080271244049072, 0.009050294756889343, 0.0]"
1218,"[0.017623623833060265, 0.0, 0.043171629309654236, 0.209640771150589, 0.2790961265563965, 0.1594170778989792, 1.4539210796356201, 0.0]"
6616,"[0.017622575163841248, 0.0, 0.45723897218704224, 0.11216036975383759, 0.2617824375629425, 0.16307316720485687, 0.3113483190536499, 0.0]"
3311,"[0.017618689686059952, 0.0, 1.2949084043502808, 0.059427935630083084, 0.3123413920402527, 0.1708269715309143, 0.007213786244392395, 0.0]"
2489,"[0.017622675746679306, 0.0, 0.42822009325027466, 0.11692946404218674, 0.26134586334228516, 0.16276195645332336, 0.35901233553886414, 0.0]"
6566,"[0.017618687823414803, 0.0, 1.317980170249939, 0.058306481689214706, 0.31415513157844543, 0.1710767149925232, 0.004068613052368164, 0.0]"
6617,"[0.017622483894228935, 0.0, 0.4389730393886566, 0.11626137048006058, 0.26199856400489807, 0.16295993328094482, 0.35783565044403076, 0.0]"
3284,"[0.017622558400034904, 0.0, 0.4225049614906311, 0.11972974240779877, 0.26242345571517944, 0.1626829355955124, 0.3926032781600952, 0.0]"
2168,"[0.01762293465435505, 0.0, 0.35274749994277954, 0.1264679729938507, 0.25963854789733887, 0.16211490333080292, 0.45243537425994873, 0.0]"
6618,"[0.017618846148252487, 0.0, 1.2680386304855347, 0.06086079776287079, 0.3104856610298157, 0.1705314815044403, 0.013365119695663452, 0.0]"
6619,"[0.017623038962483406, 0.0, 0.3342699408531189, 0.12397541850805283, 0.25638189911842346, 0.16188262403011322, 0.4082239270210266, 0.0]"
2720,"[0.017622636631131172, 0.0, 0.409689724445343, 0.11922746151685715, 0.26083534955978394, 0.16250161826610565, 0.38325127959251404, 0.0]"
6620,"[0.017622537910938263, 0.0, 0.4556645154953003, 0.11317024379968643, 0.26211094856262207, 0.1630808264017105, 0.3258558511734009, 0.0]"
2231,"[0.017622923478484154, 0.0, 0.32760682702064514, 0.1283770054578781, 0.2583141326904297, 0.16181692481040955, 0.46866166591644287, 0.0]"
2160,"[0.01762266829609871, 0.0, 0.390186071395874, 0.12394155561923981, 0.26186439394950867, 0.16246408224105835, 0.4386216998100281, 0.0]"
6621,"[0.017622575163841248, 0.0, 0.4286540150642395, 0.11714468896389008, 0.2614927589893341, 0.1627286672592163, 0.36135733127593994, 0.0]"
2109,"[0.017623618245124817, 0.0, 0.02316594123840332, 0.21943554282188416, 0.28298166394233704, 0.15929460525512695, 1.5802910327911377, 0.0]"
6622,"[0.017621925100684166, 0.0, 0.588585376739502, 0.10075456649065018, 0.2672478258609772, 0.16431747376918793, 0.21454587578773499, 0.0]"
2226,"[0.017622768878936768, 0.0, 0.3718757629394531, 0.12286105751991272, 0.2593570649623871, 0.1622188687324524, 0.4150470495223999, 0.0]"
890,"[0.01761884242296219, 0.0, 1.2942770719528198, 0.05940089374780655, 0.3124358654022217, 0.17079035937786102, 0.008561760187149048, 0.0]"
3438,"[0.017622577026486397, 0.0, 0.4332699477672577, 0.11664926260709763, 0.26172274351119995, 0.16290220618247986, 0.3585657477378845, 0.0]"
3105,"[0.017622699961066246, 0.0, 0.4002766013145447, 0.12050147354602814, 0.2608436346054077, 0.1625595986843109, 0.3979332745075226, 0.0]"
2371,"[0.017623592168092728, 0.0, 0.0, 0.2721824645996094, 0.30460506677627563, 0.1585341989994049, 2.2673778533935547, 0.0]"
1333,"[0.01762274093925953, 0.0, 0.38905632495880127, 0.12110085040330887, 0.2599715292453766, 0.16246813535690308, 0.39552032947540283, 0.0]"
1530,"[0.01762254163622856, 0.0, 0.44917547702789307, 0.1151977926492691, 0.2622098922729492, 0.16289909183979034, 0.34257185459136963, 0.0]"
2018,"[0.017623625695705414, 0.0, 0.05056242644786835, 0.2059044986963272, 0.27756577730178833, 0.1594928503036499, 1.407033920288086, 0.0]"
1582,"[0.017623035237193108, 0.0, 0.31923186779022217, 0.12626641988754272, 0.25632742047309875, 0.16178672015666962, 0.432341992855072, 0.0]"
6623,"[0.017622431740164757, 0.0, 0.4567953050136566, 0.11416805535554886, 0.2624876797199249, 0.16302891075611115, 0.3359854221343994, 0.0]"
6624,"[0.01762228272855282, 0.0, 0.4962635934352875, 0.1091717928647995, 0.26319006085395813, 0.1634131371974945, 0.28718382120132446, 0.0]"
2638,"[0.017623625695705414, 0.0, 0.05252887308597565, 0.20518173277378082, 0.27719399333000183, 0.15945401787757874, 1.393337368965149, 0.0]"
6625,"[0.017622748389840126, 0.0, 0.3901933431625366, 0.12069986015558243, 0.25977689027786255, 0.1624356210231781, 0.39326775074005127, 0.0]"
6123,"[0.017622867599129677, 0.0, 0.3745925724506378, 0.1208895593881607, 0.25842127203941345, 0.1623147428035736, 0.38753587007522583, 0.0]"
6626,"[0.017623506486415863, 0.0, 0.19606894254684448, 0.14479349553585052, 0.25514206290245056, 0.16068482398986816, 0.6265439987182617, 0.0]"
5180,"[0.017622560262680054, 0.0, 0.4553326368331909, 0.11429788172245026, 0.2625890076160431, 0.16301405429840088, 0.33993005752563477, 0.0]"
6627,"[0.01762314699590206, 0.0, 0.3057989478111267, 0.1308029592037201, 0.2578641176223755, 0.16174961626529694, 0.49098074436187744, 0.0]"
6213,"[0.0176230501383543, 0.0, 0.3298655152320862, 0.12872911989688873, 0.2587319016456604, 0.16187408566474915, 0.4738500118255615, 0.0]"
6628,"[0.01762271299958229, 0.0, 0.39218810200691223, 0.12151029706001282, 0.26040366291999817, 0.1623988151550293, 0.40482789278030396, 0.0]"
6629,"[0.017622625455260277, 0.0, 0.4340364336967468, 0.11640694737434387, 0.26181575655937195, 0.16288229823112488, 0.35584360361099243, 0.0]"
6630,"[0.017622753977775574, 0.0, 0.39039146900177, 0.1232539564371109, 0.2613576650619507, 0.16247494518756866, 0.42708736658096313, 0.0]"
6631,"[0.017622357234358788, 0.0, 0.4848558306694031, 0.11324284970760345, 0.26455751061439514, 0.16339737176895142, 0.338675856590271, 0.0]"
4290,"[0.01762280985713005, 0.0, 0.3645099401473999, 0.12397672235965729, 0.2593148350715637, 0.16221864521503448, 0.42571544647216797, 0.0]"
6465,"[0.017623141407966614, 0.0, 0.3156583905220032, 0.12962281703948975, 0.25811120867729187, 0.16178900003433228, 0.4767618775367737, 0.0]"
6632,"[0.017622455954551697, 0.0, 0.4648166596889496, 0.10994305461645126, 0.2607539892196655, 0.1630868911743164, 0.27984824776649475, 0.0]"
6633,"[0.017623042687773705, 0.0, 0.3302842974662781, 0.12577345967292786, 0.2571837306022644, 0.16184987127780914, 0.4323920011520386, 0.0]"
6634,"[0.017622729763388634, 0.0, 0.38873425126075745, 0.1221950501203537, 0.26079612970352173, 0.1623792201280594, 0.4149860143661499, 0.0]"
2648,"[0.01762150600552559, 0.0, 0.6933233737945557, 0.0909428596496582, 0.2718166410923004, 0.1652328222990036, 0.13599088788032532, 0.0]"
6635,"[0.01762300543487072, 0.0, 0.33089739084243774, 0.12634985148906708, 0.25741046667099, 0.16190458834171295, 0.4416712522506714, 0.0]"
6636,"[0.01762296073138714, 0.0, 0.33806273341178894, 0.12742306292057037, 0.2587760090827942, 0.16198644042015076, 0.4633359909057617, 0.0]"
6637,"[0.017622722312808037, 0.0, 0.4245529770851135, 0.11507871001958847, 0.2602161169052124, 0.16272377967834473, 0.33309227228164673, 0.0]"
1543,"[0.01762278936803341, 0.0, 0.3527814447879791, 0.1272788941860199, 0.25997596979141235, 0.16210512816905975, 0.4632623791694641, 0.0]"
6638,"[0.017623158171772957, 0.0, 0.2951304316520691, 0.13109451532363892, 0.2568245232105255, 0.1616285741329193, 0.4867902994155884, 0.0]"
2757,"[0.017618931829929352, 0.0, 1.2634631395339966, 0.061219632625579834, 0.310319185256958, 0.17059999704360962, 0.015297889709472656, 0.0]"
4144,"[0.01761888898909092, 0.0, 1.2558233737945557, 0.06142863258719444, 0.3095477223396301, 0.17044876515865326, 0.013690009713172913, 0.0]"
6639,"[0.01762261800467968, 0.0, 0.4406048655509949, 0.1155318021774292, 0.26211872696876526, 0.16286581754684448, 0.35046371817588806, 0.0]"
4142,"[0.01762276142835617, 0.0, 0.38695234060287476, 0.12125076353549957, 0.25985127687454224, 0.16243374347686768, 0.39874547719955444, 0.0]"
4148,"[0.017622916027903557, 0.0, 0.35195478796958923, 0.12369462847709656, 0.25782832503318787, 0.16206170618534088, 0.4154559373855591, 0.0]"
4147,"[0.01762363128364086, 0.0, 0.06300224363803864, 0.19879364967346191, 0.27464720606803894, 0.15961557626724243, 1.3103631734848022, 0.0]"
1559,"[0.017622871324419975, 0.0, 0.33611196279525757, 0.12730634212493896, 0.25858351588249207, 0.16211147606372833, 0.4589769244194031, 0.0]"
2542,"[0.01762271858751774, 0.0, 0.41615504026412964, 0.11898679286241531, 0.2614519000053406, 0.1627601832151413, 0.382493257522583, 0.0]"
6640,"[0.01762244664132595, 0.0, 0.4504879415035248, 0.11652681976556778, 0.2631869614124298, 0.1629236489534378, 0.3695319890975952, 0.0]"
2658,"[0.017623621970415115, 0.0, 0.03875252604484558, 0.21140675246715546, 0.2797142267227173, 0.1594095379114151, 1.4775478839874268, 0.0]"
6641,"[0.017622727900743484, 0.0, 0.41014188528060913, 0.11982978135347366, 0.2613109350204468, 0.16268569231033325, 0.3901819586753845, 0.0]"
1944,"[0.017623629420995712, 0.0, 0.06817527115345001, 0.1962212175130844, 0.2734168767929077, 0.15956655144691467, 1.2824889421463013, 0.0]"
4053,"[0.01762286201119423, 0.0, 0.34242817759513855, 0.12697027623653412, 0.2586738169193268, 0.1619444340467453, 0.45531392097473145, 0.0]"
6642,"[0.01762259006500244, 0.0, 0.41919034719467163, 0.11653337627649307, 0.2603217661380768, 0.16274788975715637, 0.3524883985519409, 0.0]"
6643,"[0.01762276515364647, 0.0, 0.3999482989311218, 0.1215849369764328, 0.26145774126052856, 0.1625169962644577, 0.40905219316482544, 0.0]"
6644,"[0.017622819170355797, 0.0, 0.3466941714286804, 0.12598644196987152, 0.2586096525192261, 0.1621059626340866, 0.4398779273033142, 0.0]"
4352,"[0.017623629420995712, 0.0, 0.06648312509059906, 0.19797806441783905, 0.274333119392395, 0.15960294008255005, 1.3052303791046143, 0.0]"
6645,"[0.01762235537171364, 0.0, 0.48466795682907104, 0.11200448870658875, 0.26377326250076294, 0.16336087882518768, 0.31858354806900024, 0.0]"
5887,"[0.017622528597712517, 0.0, 0.439732164144516, 0.11514356732368469, 0.2614259421825409, 0.1630050241947174, 0.3429601192474365, 0.0]"
6646,"[0.01762259379029274, 0.0, 0.42315274477005005, 0.11883380264043808, 0.26187849044799805, 0.1627979576587677, 0.3806884288787842, 0.0]"
6647,"[0.017622701823711395, 0.0, 0.39699065685272217, 0.11868424713611603, 0.2594701945781708, 0.16253478825092316, 0.3697968125343323, 0.0]"
6648,"[0.017622539773583412, 0.0, 0.41573578119277954, 0.11848069727420807, 0.2608838975429535, 0.16266275942325592, 0.370014488697052, 0.0]"
5596,"[0.017618488520383835, 0.0, 1.3661718368530273, 0.05573248490691185, 0.3173484802246094, 0.1714932769536972, 0.0, 0.0]"
1472,"[0.017622943967580795, 0.0, 0.3523624837398529, 0.12822362780570984, 0.26083096861839294, 0.1621888130903244, 0.47987043857574463, 0.0]"
6649,"[0.017622625455260277, 0.0, 0.4056495428085327, 0.1186627522110939, 0.26009637117385864, 0.16256047785282135, 0.3681512475013733, 0.0]"
3874,"[0.01762302778661251, 0.0, 0.3267800211906433, 0.12807466089725494, 0.2582237422466278, 0.16194620728492737, 0.4625784158706665, 0.0]"
3789,"[0.017618870362639427, 0.0, 1.2853740453720093, 0.0598343200981617, 0.3119111657142639, 0.17081186175346375, 0.007854968309402466, 0.0]"
6650,"[0.017618749290704727, 0.0, 1.3066225051879883, 0.05885939300060272, 0.3132849633693695, 0.1709054410457611, 0.006015598773956299, 0.0]"
2513,"[0.017623625695705414, 0.0, 0.050034165382385254, 0.20505529642105103, 0.27718833088874817, 0.15951237082481384, 1.3962140083312988, 0.0]"
2627,"[0.017622601240873337, 0.0, 0.4277043044567108, 0.11633089929819107, 0.2609063982963562, 0.16282245516777039, 0.34902700781822205, 0.0]"
6651,"[0.017622627317905426, 0.0, 0.43175503611564636, 0.11531025916337967, 0.26066282391548157, 0.1628713309764862, 0.3391660153865814, 0.0]"
1458,"[0.01762278936803341, 0.0, 0.3698187470436096, 0.12372538447380066, 0.2599579393863678, 0.1621953397989273, 0.4264921545982361, 0.0]"
6652,"[0.017622878775000572, 0.0, 0.35871100425720215, 0.12688395380973816, 0.2604979872703552, 0.162166029214859, 0.4632822275161743, 0.0]"
6653,"[0.01762309856712818, 0.0, 0.2944028675556183, 0.13280048966407776, 0.2576645016670227, 0.16149096190929413, 0.5083144903182983, 0.0]"
3545,"[0.017623048275709152, 0.0, 0.32202088832855225, 0.1290712058544159, 0.2583528161048889, 0.1618376076221466, 0.47439128160476685, 0.0]"
3485,"[0.017623290419578552, 0.0, 0.2912004888057709, 0.13235682249069214, 0.2571840286254883, 0.16153296828269958, 0.5029793977737427, 0.0]"
5128,"[0.01762249507009983, 0.0, 0.4833429157733917, 0.10923214256763458, 0.2622969150543213, 0.16317152976989746, 0.2840869128704071, 0.0]"
2251,"[0.017622733488678932, 0.0, 0.3794366121292114, 0.1214655190706253, 0.25939348340034485, 0.16237211227416992, 0.39708805084228516, 0.0]"
4289,"[0.01762300170958042, 0.0, 0.32311496138572693, 0.12840259075164795, 0.257963091135025, 0.16184008121490479, 0.4664866328239441, 0.0]"
6060,"[0.0176228154450655, 0.0, 0.37019115686416626, 0.12636229395866394, 0.2612370252609253, 0.16231447458267212, 0.46296989917755127, 0.0]"
6654,"[0.017622850835323334, 0.0, 0.36327236890792847, 0.12452401220798492, 0.2592906653881073, 0.16214661300182343, 0.43137556314468384, 0.0]"
5775,"[0.01762285828590393, 0.0, 0.37170228362083435, 0.12292331457138062, 0.25939321517944336, 0.1621944010257721, 0.4141320586204529, 0.0]"
6655,"[0.017622899264097214, 0.0, 0.3391009569168091, 0.12728461623191833, 0.2587911784648895, 0.16194245219230652, 0.45724642276763916, 0.0]"
6656,"[0.017623625695705414, 0.0, 0.04913303256034851, 0.20644553005695343, 0.27775728702545166, 0.15952706336975098, 1.4127682447433472, 0.0]"
6657,"[0.017622794955968857, 0.0, 0.3774429261684418, 0.12284903228282928, 0.2599538266658783, 0.16225841641426086, 0.41126805543899536, 0.0]"
5784,"[0.017622951418161392, 0.0, 0.3529343903064728, 0.12645640969276428, 0.259645015001297, 0.162021204829216, 0.45600467920303345, 0.0]"
812,"[0.017619239166378975, 0.0, 1.2010442018508911, 0.06383047997951508, 0.3059484362602234, 0.16992314159870148, 0.021284952759742737, 0.0]"
1477,"[0.01762242056429386, 0.0, 0.4491505026817322, 0.11544301360845566, 0.26243162155151367, 0.1629268229007721, 0.35182249546051025, 0.0]"
6658,"[0.017622459679841995, 0.0, 0.4871484637260437, 0.110600046813488, 0.26353999972343445, 0.1632983535528183, 0.30119192600250244, 0.0]"
2058,"[0.017622720450162888, 0.0, 0.39342454075813293, 0.12182280421257019, 0.26083695888519287, 0.16247914731502533, 0.4101001024246216, 0.0]"
832,"[0.01762259379029274, 0.0, 0.4261617660522461, 0.11537507176399231, 0.2601664960384369, 0.1627667248249054, 0.33496540784835815, 0.0]"
6659,"[0.017622631043195724, 0.0, 0.4064170718193054, 0.12174731492996216, 0.26206085085868835, 0.16257448494434357, 0.41314756870269775, 0.0]"
6660,"[0.017622720450162888, 0.0, 0.4011395573616028, 0.11982286721467972, 0.26029157638549805, 0.1624792218208313, 0.3828086853027344, 0.0]"
6661,"[0.01762264408171177, 0.0, 0.4250072240829468, 0.11630215495824814, 0.2606915235519409, 0.1626720130443573, 0.3493298292160034, 0.0]"
1931,"[0.017622902989387512, 0.0, 0.35698211193084717, 0.12455375492572784, 0.2591933310031891, 0.1620510071516037, 0.43145596981048584, 0.0]"
6662,"[0.017623096704483032, 0.0, 0.3218979239463806, 0.1293676644563675, 0.2584851086139679, 0.16186308860778809, 0.48161840438842773, 0.0]"
6663,"[0.017622727900743484, 0.0, 0.392234206199646, 0.1188938170671463, 0.2589249908924103, 0.16236357390880585, 0.3671689033508301, 0.0]"
2719,"[0.01762283965945244, 0.0, 0.3545496165752411, 0.12462374567985535, 0.25895020365715027, 0.16213183104991913, 0.43286675214767456, 0.0]"
2682,"[0.017623629420995712, 0.0, 0.06699199974536896, 0.19742724299430847, 0.2741320729255676, 0.159627765417099, 1.2955631017684937, 0.0]"
5676,"[0.017623165622353554, 0.0, 0.29873043298721313, 0.13006171584129333, 0.25676053762435913, 0.16156889498233795, 0.47874897718429565, 0.0]"
6664,"[0.01762285642325878, 0.0, 0.3665671944618225, 0.12261656671762466, 0.2587894797325134, 0.1621602177619934, 0.4036789536476135, 0.0]"
1499,"[0.017623651772737503, 0.0, 0.14816933870315552, 0.15574783086776733, 0.257249116897583, 0.16033168137073517, 0.7597699165344238, 0.0]"
6665,"[0.017622441053390503, 0.0, 0.4687648117542267, 0.1108572706580162, 0.26176729798316956, 0.16320015490055084, 0.2981642186641693, 0.0]"
3619,"[0.01762310415506363, 0.0, 0.2901412844657898, 0.13491176068782806, 0.2583402097225189, 0.16142787039279938, 0.5377427339553833, 0.0]"
6666,"[0.01762240007519722, 0.0, 0.46367815136909485, 0.11472401022911072, 0.26343634724617004, 0.1630966067314148, 0.34888243675231934, 0.0]"
4555,"[0.017622780054807663, 0.0, 0.3744288682937622, 0.12138959765434265, 0.25857627391815186, 0.16225731372833252, 0.3936687111854553, 0.0]"
1187,"[0.017623621970415115, 0.0, 0.044850826263427734, 0.21063998341560364, 0.2797176241874695, 0.15956449508666992, 1.4716300964355469, 0.0]"
1597,"[0.017622485756874084, 0.0, 0.4456064701080322, 0.11646949499845505, 0.2626802325248718, 0.16294533014297485, 0.3671282231807709, 0.0]"
12,"[0.017622975632548332, 0.0, 0.33499929308891296, 0.12592697143554688, 0.25771623849868774, 0.16181325912475586, 0.4361088275909424, 0.0]"
6667,"[0.0176229327917099, 0.0, 0.353365421295166, 0.12599697709083557, 0.2594521641731262, 0.16204388439655304, 0.4491705894470215, 0.0]"
6668,"[0.01762290857732296, 0.0, 0.36044853925704956, 0.12548717856407166, 0.25991618633270264, 0.16226427257061005, 0.4461480975151062, 0.0]"
6669,"[0.01762254536151886, 0.0, 0.4383026361465454, 0.11557016521692276, 0.2614680826663971, 0.16284100711345673, 0.3458859920501709, 0.0]"
6670,"[0.017622562125325203, 0.0, 0.43287599086761475, 0.11597993969917297, 0.26110732555389404, 0.16285546123981476, 0.3490433692932129, 0.0]"
6671,"[0.017622489482164383, 0.0, 0.4662413001060486, 0.1107931137084961, 0.2617036998271942, 0.16311697661876678, 0.2946591377258301, 0.0]"
5244,"[0.01762264594435692, 0.0, 0.40587690472602844, 0.12097897380590439, 0.26190435886383057, 0.16275878250598907, 0.40898317098617554, 0.0]"
3604,"[0.017622701823711395, 0.0, 0.3846583962440491, 0.12362580001354218, 0.2609948217868805, 0.162411168217659, 0.4292999505996704, 0.0]"
6672,"[0.017623620107769966, 0.0, 0.03030383586883545, 0.21658654510974884, 0.2819609045982361, 0.1594073474407196, 1.547171950340271, 0.0]"
6673,"[0.01762259192764759, 0.0, 0.43922287225723267, 0.11644584685564041, 0.2620437741279602, 0.16288386285305023, 0.360357403755188, 0.0]"
